Category ID	Category Name	Number	Name	Year Released	Weight (in Grams)
167	Duplo / Castle	47394pb054	Duplo Figure Lego Ville, Male Castle, Black Legs, Dark Bluish Gray Chest with Brown Belts, Dark Bluish Gray  Arms, Dark Bluish Gray Hands	2005	12
167	Duplo / Castle	47394pb055	Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Blue Arms, Blue Hands	2005	12
568	Exo-Force	exf018	Devastator - Pearl Light Gray Torso	2006	4.87
167	Duplo	47205pb010	Duplo Figure Lego Ville, Child Girl, Magenta Legs, White Top with Two Flowers, White Arms, Tan Hair	1993	12
167	Duplo / Castle	47394pb056	Duplo Figure Lego Ville, Male Castle, Black Legs, Red Chest with Dragon Shield, Bright Light Orange Arms and Hands, Stubble and Open Mouth	2005	12
167	Duplo / Castle	47394pb057	Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue Chest, Blue Arms, Blue Hands	2005	12
54	Aquazone / Aquaraiders II	gen017	Skeleton with Evil Skull, Crown	2007	3
54	Aquazone / Aquaraiders II	aqu027	Aquaraider Diver 4 - Black Knit Cap	2007	3.4
54	Aquazone / Aquaraiders II	aqu026	Aquaraider Diver 9 with Black Flippers	2007	4.5
568	Exo-Force	exf019	Ha-Ya-To - Gold Armor	2007	4.13
153	Fabuland	Fab2k	Fabuland Figure Bulldog 1	1979	9
67	Town / City / Fire	cty0043	Fire - Reflective Stripes, Black Legs, White Fire Helmet, Cheek Lines, Yellow Hands	2005	3.41
67	Town / City / Fire	cty0044	Fire - Reflective Stripes, Black Legs, White Fire Helmet, Angry Eyebrows	2007	3.41
67	Town / City / Fire	cty0045	Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Beard around Mouth	2007	3.4
167	Duplo	4555pb215	Duplo Figure, Male, Blue Legs, Blue Top, Aviator Helmet Fabuland Brown, no White in Eyes Pattern	1985	16.4
167	Duplo	47394pb058	Duplo Figure Lego Ville, Male, Dark Blue Legs, Sand Green Top with Buttons, Reddish Brown Hair, Blue Eyes	2006	15.42
167	Duplo	47394pb059	Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Bright Green Button Down Shirt, Red Cap, Brown Eyes, Closed Mouth Smile (Mechanic)	2006	15.54
34	Space / Blacktron I	sp078	Blacktron Droid	1987	2.21
34	Space / Classic Space	sp070	Classic Space Droid - Hinge Base, Blue with Trans-Blue Dish	1985	3.16
34	Space / Classic Space	sp071	Classic Space Droid - Round Plate Base, Blue and Black	1986	4.23
34	Space / Classic Space	sp072	Classic Space Droid - Round Plate Base, Light Gray and Black	1988	5.28
34	Space / Classic Space	sp073	Classic Space Droid - Hinge Base, Light Gray with Black Arms and Antennae	1985	3.17
34	Space / Classic Space	sp074	Classic Space Droid - Dish Base, Blue with Trans-Red Eyes and Black Antennae	1985	2.53
34	Space / Classic Space	sp075	Classic Space Droid - Hinge Base, Black with Trans-Yellow Eyes	1985	3.41
34	Space / Classic Space	sp076	Classic Space Droid - Plate Base, Blue and Light Gray with Trans-Yellow Eye and Black Antennae	1985	3.93
34	Space / Futuron	sp079	Futuron Droid, Black with White Base, Arms, and Antenna Base	1989	3.19
34	Space / Classic Space	sp080	Classic Space Droid - Rocket Base, Light Gray and Black with Trans-Red Eye	1986	1.63
34	Space / Classic Space	sp081	Classic Space Droid - Dish Base, Light Gray and Black with Control Panel	1986	2.39
34	Space / Classic Space	sp077	Classic Space Droid - Rocket Base, Black	1985	1.79
34	Space / Futuron	sp082	Futuron Droid, Blue	1987	2.68
34	Space / M:Tron	sp083	M:Tron Droid	1990	3.84
34	Space / Futuron	sp084	Futuron Droid, Black with Trans-Yellow Eyes	1988	2.06
9	Castle / Black Knights	cas322	Breastplate - Black, Black Legs with Red Hips, Black Neck-Protector, Red Plastic Cape	1992	5.05
9	Castle / Forestmen	cas323	Forestman - Red, Green Hat, Red Plume, Quiver	1990	4.08
9	Castle / Knights Kingdom II	51797s	Knights Kingdom II - Nestle Promo Figure Shadow Knight with Scorpion Pattern (Sticker)	2005	4.5
9	Castle / Knights Kingdom II	51798s	Knights Kingdom II - Nestle Promo Figure Danju with Wolf Pattern (Sticker)	2005	4
9	Castle / Knights Kingdom II	51796s	Knights Kingdom II - Nestle Promo Figure Vladek with Scorpion Pattern (Sticker)	2005	4.62
9	Castle / Knights Kingdom II	51801	Knights Kingdom II - Nestle Promo Figure Santis	2005	2
9	Castle / Knights Kingdom II	51800s	Knights Kingdom II - Nestle Promo Figure Jayko with Eagle Pattern (Sticker)	2005	4.5
167	Duplo	4555pb216	Duplo Figure, Male, Blue Legs, Blue Top, Construction Hat Yellow	1983	16
167	Duplo / Duplo, Town / Harbor	4555pb217	Duplo Figure, Male, Yellow Legs, Red Top with Recycle Logo, Red Cap, turned up Nose	1995	16.5
167	Duplo / Duplo, Town / Airport	4555pb218	Duplo Figure, Female, White Legs, Blue Top with Scarf and Jet Airplane, Brown Hair, Turned Up Nose (Flight Attendant)	1994	16
67	Town / Classic Town	jred018	Jacket Red with Zipper - Red Arms - Red Legs, Red Classic Helmet	1982	3.4
167	Duplo / Pirates	47394pb060	Duplo Figure Lego Ville, Male Pirate, Dark Bluish Gray Legs, Red and White White Striped Top, Medium Blue Cloth Wrap (Pirate)	2006	13
9	Castle / Black Knights	cas151a	Scale Mail - Red with Blue Arms, Blue Legs with Black Hips, Dark Gray Chin-Guard, Quiver	1992	4.04
9	Castle / Black Knights	cas165a	Scale Mail - Red with Blue Arms, Red Legs with Black Hips, Dark Gray Neck-Protector, Quiver	1992	4.18
9	Castle / Black Knights	cas163a	Scale Mail - Red with Black Arms, Red Legs with Black Hips, Dark Gray Neck-Protector, Quiver	1992	4.18
9	Castle / Forestmen	cas131a	Forestman - Black, Green Hat, Black Feather, D-Basket	1987	4.17
9	Castle / Forestmen	cas134a	Forestman - Blue, Brown Hat, Blue Feather, Quiver	1987	3.96
9	Castle / Forestmen	cas123a	Forestman - Pouch, Green Hat, Yellow Feather, Quiver	1987	3.96
9	Castle / Forestmen	cas137a	Forestman - Red, Green Hat, Red Feather, Quiver	1987	3.96
167	Duplo	6453pb045	Duplo Figure, Child Type 2 Baby, Yellow Legs, Green Top with Yellow Bib with Red Lace, White Bonnet	1994	11.5
167	Duplo / Duplo, Train	47394pb063	Duplo Figure Lego Ville, Male, Black Legs, Orange Vest with Two Pockets and Pen, Blue Hands, Red Construction Helmet (Train Engineer)	2005	14.43
167	Duplo / Basic Set	dupfig037	Duplo 2 x 2 x 2 Figure Brick Early, Male on Black Base, Blue Police Hat	1981	11
294	Primo	baby021	Primo Figure Boy with Blue Base, Lime Top with Blue Overalls, Green Hat	2001	37
167	Duplo / Duplo, Town / Fire	47394pb061	Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, White Helmet, Light Gray Moustache	2004	15.76
167	Duplo	6453pb046	Duplo Figure, Child Type 2 Girl, White Legs, Red Top with White Flowers, Black Riding Hat	1997	12
167	Duplo	47205pb011	Duplo Figure Lego Ville, Child Boy, Medium Blue Legs, Blue Top with 'SKATE' Pattern, Red Cap, Freckles	1993	11
167	Duplo / Duplo, Town / Hospital	47394pb064	Duplo Figure Lego Ville, Female, Medic, White Legs, White Top with Pocket and EMT Star of Life Pattern, Reddish Brown Hair, Blue Eyes, White Hands	2004	17
167	Duplo / Duplo, Town / Hospital	47394pb065	Duplo Figure Lego Ville, Male Medic, Orange Legs, Light Bluish Gray Top with Zipper and Stripes, Light Bluish Gray Hair, Light Bluish Gray Hands	2004	15.5
167	Duplo / Duplo, Town / Hospital	47394pb066	Duplo Figure Lego Ville, Male Medic, Sand Green Legs, White Top with Stethoscope, Light Bluish Gray Hair, Brown Head, Glasses, Moustache, White Hands	2005	15.5
167	Duplo / Duplo, Town / Police	47394pb067	Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Black Arms and Hands, White Helmet	2004	16.76
167	Duplo	47394pb062	Duplo Figure Lego Ville, Male, Dark Blue Legs, Red Top with Black Vest, Blue Cap, Moustache	2005	15.7
167	Duplo	47394pb068	Duplo Figure Lego Ville, Male, Blue Legs, Tan Pullover with Buttons and Stripes, Black Hair, Brown Eyes, Nougat Hands	2004	15.5
67	Town / Classic Town	jred019	Jacket Red with Zipper - Red Arms - Red Legs, White Hat	1986	3.38
67	Town / Extreme Team	ext019	Extreme Team - Green, Green Legs, Green Helmet, Life Jacket, Trans-Dark Blue Visor	2000	3.68
67	Town / Town Jr. / Fire	twn038	Fire - City Center 2, Light Gray Legs with Black Hips, Black Helmet	2000	3.75
153	Fabuland	fab2l	Fabuland Figure Bulldog 6	1982	8.8
67	Town / Classic Town	pln126	Plain Blue Torso with Blue Arms, White Legs, White Hat	1978	3
67	Town / Classic Town	pln127	Plain Blue Torso with Blue Arms, White Legs, White Classic Helmet	1978	3.4
67	Town / Classic Town	pln128	Plain Blue Torso with Blue Arms, White Legs, White Classic Helmet, Airtanks	1978	4
67	Town / Classic Town	pln129	Plain Green Torso with Light Gray Arms, Red Legs, Red Cap	1997	3.35
48	Belville	belvfem74	Belville Female - Girl with Dark Purple Top, Magenta Shoes and Long Light Yellow Hair	2007	10.2
167	Duplo / Duplo, Town / Airport	47394pb069	Duplo Figure Lego Ville, Male, Dark Blue Legs & Jumpsuit with Yellow Vest, Radio, ID Badge, Yellow Cap with Headset, Wide Smile	2005	16.13
167	Duplo	4555pb221	Duplo Figure, Female, Blue Legs, Red Top, Brown Hair, No Eyelashes, Plain Smile	1985	16
167	Duplo	4555pb222	Duplo Figure, Male, Blue Legs, Blue Top, Brown Cap, no White in Eyes Pattern	1985	16.5
167	Duplo	47205pb012	Duplo Figure Lego Ville, Child Boy, Red Legs, White Top with 'SKATE' Pattern, Red Cap	2007	11
167	Duplo	47205pb013	Duplo Figure Lego Ville, Child Boy, Bright Green Legs, Bright Light Blue Top with Bright Green Overalls with Worms in Pocket, Brown Head, Red Cap	2007	11
167	Duplo	47205pb014	Duplo Figure Lego Ville, Child Boy, Medium Blue Legs, Blue Top with 'SKATE' Text Pattern, Lime Cap	2007	11
167	Duplo	47205pb015	Duplo Figure Lego Ville, Child Girl, White Legs, Bright Pink Top, Dark Pink Arms, Brown Head, Black Hair with Braids	2007	12
167	Duplo	6453pb047	Duplo Figure, Child Type 2 Girl, Blue Legs, Blue Top with Ice Cream Pattern, Yellow Hair	1994	11.28
167	Duplo	4555pb223	Duplo Figure, Female, Red Legs, Yellow Top with Red Necklace, Black Curly Hair in Bun, Brown Head	1989	16
167	Duplo	4555pb224	Duplo Figure, Male, Yellow Legs, Black Top and Yellow Striped Tie, Black Curly Hair, Brown Head	1989	15.5
67	Town / City / Fire	cty0088	Fire - Reflective Stripes, Black Legs, Silver Fire Helmet, Glasses and Beard	2007	3.4
67	Town / City / Fire	cty0090	Fire - Reflective Stripes, Black Legs, White Fire Helmet, Brown Eyebrows, Thin Grin, Yellow Hands	2007	3.42
167	Duplo	47205pb016	Duplo Figure Lego Ville, Child Girl, Magenta Legs, White Top with Flowers, Reddish Brown Hair with Braids	2007	12
167	Duplo	47394pb070	Duplo Figure Lego Ville, Female, Tan Legs, White Top with Buttons and Necklace, Black Hair, Brown Head	2007	17
167	Duplo	47394pb071	Duplo Figure Lego Ville, Male, Dark Bluish Gray Legs, Black Top with Buttons, Black Hair, Brown Head	2007	16
167	Duplo / Princess Castle	47205pb017	Duplo Figure Lego Ville, Child Girl, White Legs, Bright Light Blue Top with Heart Pattern, Blond Hair (Princess)	2005	11.73
167	Duplo	47205pb018	Duplo Figure Lego Ville, Child Girl, Red Legs, Dark Pink Top with Flowers, Black Riding Helmet	2007	12
167	Duplo / Duplo, Town / Construction	47394pb072	Duplo Figure Lego Ville, Male, Black Legs, Orange Vest, Orange Construction Helmet, Red Hands	2004	14.5
9	Castle / Forestmen	cas240a	Forestman - Pouch, Green Hat, Black Feather, Quiver	1989	3.95
9	Castle / Forestmen	cas132a	Forestman - Blue, Green Hat, Blue Feather, Quiver	1989	3.97
9	Castle / Forestmen	cas140a	Forestman - Red, Brown Hat, Yellow Feather, Quiver	1988	3.96
516	4 Juniors / Jack Stone	js029	Res-Q - Female	2002	6
167	Duplo	6453pb048	Duplo Figure, Child Type 2 Boy, Blue Legs, Yellow Top with Blue Overalls, Black Hair, Brown Head	1994	11.09
167	Duplo / Duplo, Town / Hospital	4555pb225	Duplo Figure, Female Medic, Red Legs, White Top with EMT Star of Life Pattern, Black Hair	1994	17.66
167	Duplo / Duplo, Town / Fire	4555pb226	Duplo Figure, Male Fireman, Black Legs, Black Top with 6 Yellow Buttons, White Fire Helmet, Brown Head	1994	16.62
167	Duplo	4555pb227	Duplo Figure, Female, Green Legs, Yellow Blouse with Collar, Gray Hair, Brown Head	1994	17.65
167	Duplo	4555pb228	Duplo Figure, Female, Dark Pink Legs, Yellow Sweater with 3 Buttons V Stitching, Black Hair, Brown Head	1994	17.62
167	Duplo	6453pb049	Duplo Figure, Child Type 2 Baby, Yellow Legs, Light Green Top with Buttons and Collar, White Bonnet	1994	11.5
167	Duplo	6453pb050	Duplo Figure, Child Type 2 Baby, Dark Pink Legs, Light Green Top with White Bib with Dark Pink Lace, White Bonnet	1994	11.5
167	Duplo / Duplo, Town / Harbor	4555pb229	Duplo Figure, Female, Blue Legs, Blue Top with White Anchor, Black Hair	1992	16
167	Duplo / Duplo, Town / Hospital	4555pb230	Duplo Figure, Female Medic, Red Legs, White Top, Brown Hair, Red Cross	1989	16
167	Duplo / Duplo, Town / Hospital	4555pb231	Duplo Figure, Female Medic, Red Legs, White Top, Black Hair, Red Cross, Asian Eyes	1989	17.38
167	Duplo	4555pb232	Duplo Figure, Female, Black Legs, Yellow Blouse with Red Necklace, Black Hair, Asian Eyes	1989	17.26
167	Duplo	4943pb017	Duplo Figure, Child Type 1 Boy, Red Legs, Blue Top with Red Suspenders, Black Hair	1989	11.6
167	Duplo	4555pb233	Duplo Figure, Female, Red Legs, Red Top, Brown Hair	1986	16
167	Duplo	4555pb234	Duplo Figure, Female, Blue Legs, Yellow Blouse, Black Hair	1986	16
167	Duplo	4555pb235	Duplo Figure, Female, Blue Legs, Blue Blouse, Black Hair	1986	16
48	Belville	belvfem75	Belville Female - Girl with Bright Pink Top with Fur and Bow Detail, Gold Horseshoe Brooch, Dark Pink Shoes and Long Black Hair	2007	10.2
48	Belville	belvfem76	Belville Female - Girl with Light Blue Top with Fur Detail, Silver Horseshoe Necklace, Dark Pink Shoes and Long Light Yellow Hair	2007	10
167	Duplo	4555pb239	Duplo Figure, Male, Light Gray Legs, Blue Argyle Sweater, Black Hair, Brown Head	1994	15.9
167	Duplo	4555pb241	Duplo Figure, Female, White Legs, Blue Top with White Buttons, Black Hair	1994	16
167	Duplo	4555pb242	Duplo Figure, Male, Dark Gray Legs, Light Green Top With 2 Buttons And Collar, Black Hair	1994	15.5
167	Duplo	6453pb052	Duplo Figure, Child Type 2 Baby, Yellow Legs, Light Green Top with White Bib with Dark Pink Lace, White Bonnet	1994	11.5
67	Town / Classic Town	ovr026	Overalls Red with Pocket, Red Legs, Black Ponytail Hair	1993	3.59
67	Town / Classic Town	zip028	Ambulance Driver, White Cap, White Jacket with Zipper, White Legs	1993	3.38
67	Town / Classic Town	zip029	Jacket with Zipper - White, Light Gray Legs, Brown Male Hair	1993	3.29
67	Town / Classic Town	hor025	Horizontal Lines Red - Red Arms - Blue Legs, Blue Cap	1993	3.35
67	Town / Classic Town / Police	cop051	Police - Suit with Sheriff Star, Black Legs, White Cap	1993	3.35
67	Town / Classic Town / Fire	firec028	Fire - White Fire Helmet, White Airtanks	1993	4
67	Town / Classic Town / Gas Station	oct052	Octan - White Logo, Blue Legs, Blue Cap	1998	3.35
67	Town / Classic Town	twn039	Palm Tree - Red Legs, Black Female Hair	1998	3.33
67	Town / Classic Town	jbl012	Jacket Blue - White Legs, Black Male Hair, Sunglasses	1998	3.29
167	Duplo	4555pb243	Duplo Figure, Male, Yellow Legs, Blue Top with White Collar, Black Hair	1995	16.09
167	Duplo / Duplo, Town / Race	4555pb244	Duplo Figure, Male, White Legs, White Top with Black Zipper and Racer #2, Blue Aviator Helmet	1995	16.98
167	Duplo	4555pb246	Duplo Figure, Female, Yellow Legs, Light Green Top with Purple Dots, Yellow Collar, Brown Hair	1995	16
167	Duplo	47394pb073	Duplo Figure Lego Ville, Male, Orange Legs, Nougat Hands, Orange Top with Recycle Logo, Black Hair, Blue Eyes	2005	15.5
167	Duplo	4555pb247	Duplo Figure, Female, Red Legs, Yellow Top with Red Buttons & Wrench in Pocket, Black Hair, Glasses, Brown Head	1994	17.46
67	Town	twn040	Medium Blue Jacket, White Legs, Dark Tan Female Hair	2007	3.38
67	Town	twn041	Black Vest with Blue Striped Tie, Light Bluish Gray Legs, White Arms, Light Bluish Gray Male Hair, Smile	2007	3.37
67	Town	pln113	Plain White Torso with White Arms, Red Legs, Reddish Brown Mid-Length Female Hair	2007	3.93
167	Duplo	47394pb074	Duplo Figure Lego Ville, Male, Dark Blue Legs, White Top with Buttons and Stripes, Black Hair, Brown Eyes	2007	16
167	Duplo	47394pb075	Duplo Figure Lego Ville, Female, Orange Legs, Bright Green Top with Buttons and Pockets, Reddish Brown Hair, Brown Eyes	2007	17
167	Duplo	6453pb055	Duplo Figure, Child Type 2 Baby, Dark Pink Legs, White Top, Dark Pink Bonnet	1995	11.5
167	Duplo / Basic Set	dupfig038	Duplo 2 x 2 x 2 Figure Brick Early, Male on Green Base, Brown Western Hat	?	11
67	Town / Classic Town	trn133	Suit with 3 Buttons Blue - Light Gray Legs, Brown Male Hair	1985	3.29
67	Town / Classic Town	trn134	Suit with 3 Buttons Blue - White Legs, White Hat	1985	3.38
67	Town / Classic Town	but035	Shirt with 3 Buttons - Blue, White Legs, Brown Female Hair	1985	3.33
67	Town / Classic Town	ver016	Vertical Lines Red & Blue - Red Arms - Red Legs, Brown Female Hair	1985	3.33
67	Town / Classic Town	hor027	Horizontal Lines Red - White Arms - Blue Legs, Red Female Hair	1985	3.33
67	Town / Classic Town	trn135	Suit with 3 Buttons Black - Light Gray Legs, Red Construction Helmet	1985	3.38
294	Primo	baby022	Primo Figure Girl with Red Base, White Top with Red Overalls with Red Heart in Purple Pocket, Black Hair	2001	35
67	Town / Classic Town	trc005	Trucker - Red Legs, Red Helmet, Trans-Light Blue Visor	1991	3.68
67	Town / Classic Town / Airport	air037	Airport - Pilot, Blue Legs, Black Hat	1991	3.68
67	Town / Classic Town	hgh008	Highway Pattern - Green Legs, Red Construction Helmet	1991	3.27
67	Town / Classic Town / Police	cop052	Police - Suit with 4 Buttons, Red Legs, White Fire Helmet	1991	3.68
67	Town / Classic Town	pln130	Plain Red Torso with Red Arms, Red Legs, Red Construction Helmet, Yellow Airtanks	1991	3.8
67	Town / Classic Town	pln131	Plain White Torso with White Arms, Red Legs, White Hat	1991	3.38
167	Duplo / Duplo, Town / Fire	4555pb251	Duplo Figure, Male Fireman, Black Legs, Black Top with Flame Logo, Red Fire Helmet, no Moustache	2002	16.57
537	Quatro	qtr001	Quatro Boy with Lime Shirt and Blue Pants	2006	?
167	Duplo / Duplo, Town / Fire	47394pb076	Duplo Figure Lego Ville, Male Fireman, Black Legs, Brown Hands, White Helmet, Brown Face	2004	15.95
167	Duplo / Duplo, Town / Fire	47394pb077	Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, Silver Helmet, Blue Eyes (4558027)	2004	16.01
67	Town / Classic Town	pln133	Plain Red Torso with Red Arms, Light Gray Legs, Black Female Hair	1985	3.33
9	Castle / Crusaders	cas113a	Crusader Lion - Blue Legs with Black Hips, Dark Gray Chin-Guard, Quiver	1985	4
167	Duplo	47394pb078	Duplo Figure Lego Ville, Male, Tan Legs, Blue Top, Black Vest, Black Hair	2007	16
67	Town / Classic Town	twn046	Jogging Suit, Blue Legs, Black Ponytail Hair	1998	3.59
48	Belville	belvBaby7	Belville Baby Princess, Plain	2007	4
48	Belville	belvfem77	Belville Female - Queen with Sand Purple Top, Light Yellow Hair, Pink Shoes	2007	15.3
48	Belville	belvMale19	Belville Male - King - Black Pants, White Shirt, Dark Purple Vest with Gold Trim, Black Shoes, Light Yellow Hair	2007	15.9
473	Sports / Soccer	soc133	Plain Red Torso with Red Arms, White Legs, Black Female Hair, Moustache (Soccer Player)	2006	3
473	Sports / Soccer	soc134	Plain White Torso with White Arms, Blue Legs, Blue Cap (Soccer Player)	2006	3
78	Freestyle	pln135	Plain Green Torso with White Arms, White Legs, White Cap	1996	3.35
67	Town / Classic Town	zip032	Jacket with Zipper - White, White Legs, Black Female Hair	1993	3.33
67	Town / Classic Town	zip033	Jacket with Zipper - White, White Legs, Brown Female Hair	1993	3.33
67	Town / Classic Town	zip034	Jacket with Zipper - White, White Legs, Red Female Hair	1993	3.33
67	Town / Classic Town	zip035	Jacket with Zipper - White, Green Legs, Black Male Hair	1993	3.29
67	Town / Classic Town	ncklc013	Necklace Red - Red Legs, Black Female Hair	1991	3.31
67	Town / Classic Town	hor028	Horizontal Lines Red - Red Arms - Blue Legs, Brown Male Hair	1993	3.29
67	Town / Classic Town	pln140	Plain White Torso with White Arms, White Legs, Brown Male Hair	1993	3.29
67	Town / Classic Town	pln141	Plain Blue Torso with Blue Arms, Blue Legs, Black Male Hair	1993	3.29
67	Town / Classic Town	zip036	Jacket with Zipper - White, Green Legs, Black Female Hair	1993	3.33
67	Town / Classic Town	pln142	Plain White Torso with White Arms, White Legs, Brown Female Hair	1993	3.33
67	Town / Classic Town	pln143	Plain White Torso with White Arms, White Legs, Red Female Hair	1993	3.33
167	Duplo / Princess Castle	47394pb079	Duplo Figure Lego Ville, Male, Light Blue Legs, Sand Blue Top with Strap, Gold Crown and Medium Blue Heart, Black Hair	2005	15.34
167	Duplo / Duplo, Town / Police	47394pb081	Duplo Figure Lego Ville, Male Police, Black Cap with Headset, Light Nougat Head and Hands, Black Shirt with Badge, Dark Blue Legs	2006	16
294	Primo	baby023	Primo Figure Boy with Lime Base, Green Top, Orange Hat	2005	37
167	Duplo / Duplo, Town / Hospital	47394pb080	Duplo Figure Lego Ville, Male Medic, Orange Legs, White Top with ID Badge and EMT Star of Life Pattern, Black Hair, Blue Eyes, Moustache	2005	15.5
167	Duplo / Duplo, Town / Airport	47394pb082	Duplo Figure Lego Ville, Male, Dark Blue Legs & Jumpsuit with Straps, Orange Cap with Headset	2005	16
65	Star Wars / Star Wars Episode 4/5/6	sw0158	C-3PO - Chrome Gold (SW 30th Anniversary Edition)	2007	3
78	Freestyle	pln144	Plain Blue Torso with White Arms, Light Gray Legs, Blue Cap	1995	3.35
67	Town / Classic Town	pln145	Plain Red Torso with Red Arms, Black Legs, Black Female Hair	1991	3.33
167	Duplo / Castle	47394pb083	Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Dark Bluish Gray Arms, Blue Hands	2004	12.47
167	Duplo / Castle	47394pb084	Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue Chest, White Arms, White Hands	?	12.17
67	Town / Divers	div019	Divers - Red Diver 2, Black Legs with Red Hips, Black Helmet, Red Flippers	1997	4.21
167	Duplo / Duplo, Town / Police	4555pb252	Duplo Figure, Male, Black Legs, White Top with 2-672 Number on Chest, Black Hair, White Hands, Stubble, Moustache Stubble (Jailbreak Joe)	1991	15.52
294	Primo	45219c03	Primo Figure Head Truck Driver with Helmet	2003	28
294	Primo	45219c04	Primo Figure Head Construction Worker with Helmet	2003	28
167	Duplo / Little Robots	lrt001	Duplo Figure Little Robots, Tiny with Fingers	2003	?
167	Duplo / Little Robots	lrt002	Duplo Figure Little Robots, Sporty with Fingers	2003	?
167	Duplo / Little Robots	lrt003	Duplo Figure Little Robots, Stretchy with Fingers	2003	?
167	Duplo	4555pb248	Duplo Figure, Female, Red Legs, Yellow Top with Red Buttons & Wrench in Pocket, Brown Hair, Turned Up Nose	1995	16
167	Duplo	4555pb142a	Duplo Figure, Female, Yellow Legs, Red Top With Yellow Polka Dot Scarf, Yellow Arms, Brown Hair, no Nose, no White in Eyes Pattern	1986	17.59
167	Duplo / Duplo, Town / Fire	4555pb250	Duplo Figure, Male Fireman, Black Legs, Yellow Top with Flame and Orange Suspenders, White Fire Helmet, no Moustache	2003	16.68
167	Duplo / Dolls	31310pb01	Duplo Figure Doll, Anna Large, without Clothes	2001	78
167	Duplo / Dolls	31310pb02	Duplo Figure Doll, Lisa Large, without Clothes	2001	80
167	Duplo / Dolls	31310pb03	Duplo Figure Doll, Marie Large, without Clothes	2001	80
167	Duplo / Dolls	31310pb04	Duplo Figure Doll, Sarah Large, without Clothes	2001	77
167	Duplo / Princess Castle	47394pb085	Duplo Figure Lego Ville, Male, Blue Legs, Light Blue Top with Straps and Key	2005	13
167	Duplo / Basic Set	dupfig039	Duplo 2 x 2 x 2 Figure Brick Early, Male on Green Base, Red Police Hat	1980	11
67	Town	pln146	Plain Blue Torso with White Arms, Black Legs, Red Cap	2006	3.35
67	Town	pln147	Plain White Torso with White Arms, Green Legs, Reddish Brown Ponytail Hair	2006	3.7
67	Town / Classic Town	tel001s	German Telekom Racing Cyclist - with Torso Stickers	2000	3.5
167	Duplo	4555pb253	Duplo Figure, Female, Blue Legs, Red Top with Blue Overalls, Brown Hair, Turned Up Nose	1995	16
167	Duplo	4555pb254	Duplo Figure, Female, Blue Legs, Red Top With Yellow And Red Polka Dot Scarf, Blue Arms, Black Hair, without Nose	1986	16
167	Duplo / Duplo, Town / Hospital	47394pb086	Duplo Figure Lego Ville, Male Medic, Orange Legs, White Top with ID Badge and EMT Star of Life Pattern, Black Hair, Brown Eyes	2007	15.5
167	Duplo	47394pb087	Duplo Figure Lego Ville, Male, Blue Legs, Bright Green Top with White Undershirt, Blue Cap	2007	15.7
167	Duplo / Pirates	47394pb088	Duplo Figure Lego Ville, Male Pirate, Dark Green Legs, Nougat Top with Strap and Dynamite, Bald Head, Eyepatch	2006	13
167	Duplo / Pirates	47394pb089	Duplo Figure Lego Ville, Male Pirate, Medium Blue Legs, Dark Blue Top with Buttons, Bald Head, Eyepatch, Peg Leg	2006	12.22
167	Duplo / Pirates	47394pb090	Duplo Figure Lego Ville, Male Pirate, Red Legs, White Top with Buttons and Green Spots, Reddish Brown Pirate Hat, Eyepatch, Peg Leg	2006	14
67	Town / Classic Town	zip039	Jacket with Zipper - Blue, Blue Legs, White Helmet, Black Visor	1992	4
167	Duplo / Duplo, Town / Safari	4555pb255	Duplo Figure, Male, Dark Gray Legs, Tan Top, Brown Aviator Helmet	1994	16.81
78	Freestyle	trn136	Jacket Green with 2 Large Pockets - Black Legs, Black Male Hair	1998	3.29
78	Freestyle	pln148	Plain Blue Torso with White Arms, White Legs, Red Cap	1995	3.35
78	Freestyle	pln149	Plain Blue Torso with White Arms, Light Gray Legs, Black Male Hair	1995	3.29
294	Primo	baby024	Primo Figure Boy with Blue Base, Blue Top with Three Buttons, Brown Hair	2000	35
167	Duplo / Duplo, Town / Circus	4555pb256	Duplo Figure, Male Clown, Red Legs, Yellow Top with 2 Buttons, Blue Arms, Red Aviator Helmet	1996	16.4
167	Duplo / Dino	6453pb025	Duplo Figure, Child Type 2 Baby, Brown Legs, Tooth Necklace Pattern, Brown Bonnet (Caveman)	1999	10
9	Castle / Knights Kingdom II	cas324	Knights Kingdom II - Rascus without Armor, Printed Torso, Green Neck-Protector	2005	3.59
277	Legoland	old048	Legoland - White Torso, Black Legs, White Hat	1976	2.85
277	Legoland	old049	Legoland - White Torso, Black Legs, Red Hat	1976	2.85
67	Town / Classic Town	twn043	Palm Tree - Red Legs, Brown Female Hair	1998	3.33
67	Town / Classic Town	ovr028	Overalls Blue with Pocket, Blue Legs, Black Ponytail Hair	1993	3.7
